date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:27:36	15280/15280	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:04:13%20GMT	https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/images/1.jpg	C:/My%20Web%20Sites/payment/p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/images/1.jpg	(from https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/index.html?_gl=1*jv2znx*_ga*MTkwNjMxMzg0LjE3NDMyMzEyNTI.*_ga_9HSZ46TKMQ*MTc0MzIzMTI1MS4xLjEuMTc0MzIzMTQyNy42MC4wLjA.*_ga_EGV5GTJEP5*MTc0MzIzMTI1MS4xLjEuMTc0MzIzMTQyNy4wLjAuMA..*_ga_FFZF56TTWE*MTc0MzIzMTI1Mi4xLjEuMTc0MzIzMTQyNy4wLjAuMA..&_ga=2.197205803.501628643.1743231252-190631384.1743231252)
12:27:36	13824/13824	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:04:13%20GMT	https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/images/2.jpg	C:/My%20Web%20Sites/payment/p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/images/2.jpg	(from https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/index.html?_gl=1*jv2znx*_ga*MTkwNjMxMzg0LjE3NDMyMzEyNTI.*_ga_9HSZ46TKMQ*MTc0MzIzMTI1MS4xLjEuMTc0MzIzMTQyNy42MC4wLjA.*_ga_EGV5GTJEP5*MTc0MzIzMTI1MS4xLjEuMTc0MzIzMTQyNy4wLjAuMA..*_ga_FFZF56TTWE*MTc0MzIzMTI1Mi4xLjEuMTc0MzIzMTQyNy4wLjAuMA..&_ga=2.197205803.501628643.1743231252-190631384.1743231252)
12:27:36	14054/14054	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:33%20GMT	https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/js/creditly.js	C:/My%20Web%20Sites/payment/p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/js/creditly.js	(from https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/index.html?_gl=1*jv2znx*_ga*MTkwNjMxMzg0LjE3NDMyMzEyNTI.*_ga_9HSZ46TKMQ*MTc0MzIzMTI1MS4xLjEuMTc0MzIzMTQyNy42MC4wLjA.*_ga_EGV5GTJEP5*MTc0MzIzMTI1MS4xLjEuMTc0MzIzMTQyNy4wLjAuMA..*_ga_FFZF56TTWE*MTc0MzIzMTI1Mi4xLjEuMTc0MzIzMTQyNy4wLjAuMA..&_ga=2.197205803.501628643.1743231252-190631384.1743231252)
12:27:37	6489/6489	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:33%20GMT	https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/js/easy-responsive-tabs.js	C:/My%20Web%20Sites/payment/p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/js/easy-responsive-tabs.js	(from https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/index.html?_gl=1*jv2znx*_ga*MTkwNjMxMzg0LjE3NDMyMzEyNTI.*_ga_9HSZ46TKMQ*MTc0MzIzMTI1MS4xLjEuMTc0MzIzMTQyNy42MC4wLjA.*_ga_EGV5GTJEP5*MTc0MzIzMTI1MS4xLjEuMTc0MzIzMTQyNy4wLjAuMA..*_ga_FFZF56TTWE*MTc0MzIzMTI1Mi4xLjEuMTc0MzIzMTQyNy4wLjAuMA..&_ga=2.197205803.501628643.1743231252-190631384.1743231252)
12:27:37	96077/96077	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:04:13%20GMT	https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/images/banner.jpg	C:/My%20Web%20Sites/payment/p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/images/banner.jpg	(from https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/css/style.css)
12:27:38	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202017%2018:59:33%20GMT	https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/fonts/fontawesome-webfont.eot?v=4.6.3	C:/My%20Web%20Sites/payment/p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/fonts/fontawesome-webfont5b62.eot	(from https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/css/font-awesome.css)
12:27:39	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202017%2018:59:33%20GMT	https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/payment/p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/fonts/fontawesome-webfontd41d.eot	(from https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/css/font-awesome.css)
12:27:41	71896/71896	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20Sep%202017%2018:59:33%20GMT	https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/payment/p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/fonts/fontawesome-webfont5b62.woff2	(from https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/css/font-awesome.css)
12:27:42	90412/90412	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Sep%202017%2018:59:33%20GMT	https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/fonts/fontawesome-webfont.woff?v=4.6.3	C:/My%20Web%20Sites/payment/p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/fonts/fontawesome-webfont5b62.woff	(from https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/css/font-awesome.css)
12:27:43	152796/152796	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2019%20Sep%202017%2018:59:33%20GMT	https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/My%20Web%20Sites/payment/p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/fonts/fontawesome-webfont5b62.ttf	(from https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/css/font-awesome.css)
12:27:45	391622/391622	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202017%2018:59:33%20GMT	https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/fonts/fontawesome-webfont.svg?v=4.6.3	C:/My%20Web%20Sites/payment/p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/fonts/fontawesome-webfont5b62.svg	(from https://p.w3layouts.com/demos_new/16-02-2017/tabs_payment_form-demo_Free/511620680/web/css/font-awesome.css)
